PMMA AvgEnergyPrim DLET DLETPrim DLETProt TLET TLETPrim TLETProt dZ2Beta2 dZ2Beta2Prim dZ2Beta2Prot dZeff2Beta2 dZeff2Beta2Prim dZeff2Beta2Prot tZeff2Beta2 tZeff2Beta2Prim tZeff2Beta2Prot
3.75 2.300477e+01 6.767996e+01 2.495501e+01 2.617858e+01 2.404242e+01 2.354516e+01 2.378983e+01 1.676197e+03 2.667133e+01 2.889158e+01 2.158079e+02 2.500363e+01 2.716796e+01 2.243104e+01 2.163415e+01 2.198488e+01
3.75 2.302680e+01 3.054323e+01 2.483155e+01 2.627910e+01 2.385885e+01 2.350040e+01 2.375074e+01 4.040382e+01 2.561601e+01 3.240003e+01 3.526101e+01 2.400395e+01 2.784492e+01 2.145787e+01 2.155718e+01 2.200145e+01
3.75 2.300775e+01 9.788906e+01 2.436410e+01 2.521932e+01 2.395850e+01 2.350306e+01 2.372910e+01 1.861487e+03 2.246211e+01 2.373190e+01 2.820527e+02 2.245735e+01 2.372560e+01 2.215929e+01 2.149715e+01 2.180201e+01
4.365 2.788805e+00 2.214492e+02 2.256495e+02 2.214492e+02 1.530790e+02 1.611869e+02 1.530790e+02 8.088672e+02 8.294175e+02 8.088672e+02 5.273720e+02 5.398663e+02 5.273720e+02 2.864065e+01 3.146301e+02 2.955268e+02
4.365 3.069446e+00 2.061726e+02 2.094436e+02 2.061726e+02 1.445661e+02 1.497290e+02 1.445661e+02 6.762596e+02 6.971478e+02 6.762596e+02 4.642681e+02 4.760185e+02 4.642681e+02 2.600362e+01 2.751541e+02 2.628388e+02
4.365 2.853682e+00 7.655427e+02 2.556847e+02 2.712907e+02 1.871532e+02 1.656576e+02 1.643091e+02 4.264438e+04 1.035150e+03 1.068311e+03 3.915116e+03 6.779505e+02 7.236151e+02 4.424030e+01 3.428221e+02 3.440080e+02
4.365 2.865785e+00 2.246319e+02 2.275790e+02 2.246319e+02 1.544830e+02 1.605814e+02 1.544830e+02 6.888188e+02 7.056701e+02 6.888188e+02 5.025086e+02 5.126490e+02 5.025086e+02 3.035715e+01 2.982412e+02 2.845124e+02
4.365 3.060215e+00 2.154539e+02 2.065656e+02 2.154539e+02 1.455788e+02 1.464223e+02 1.455788e+02 6.485190e+02 5.294052e+02 6.485190e+02 4.814024e+02 4.288921e+02 4.814024e+02 2.622753e+01 2.469460e+02 2.584304e+02
4.365 2.877452e+00 2.268689e+02 2.258992e+02 2.268689e+02 1.533668e+02 1.572456e+02 1.533668e+02 7.615889e+02 7.766390e+02 7.615889e+02 5.293871e+02 5.363581e+02 5.293871e+02 2.716992e+01 2.980748e+02 2.889923e+02
4.365 2.998376e+00 2.114945e+02 2.137259e+02 2.114945e+02 1.485494e+02 1.523641e+02 1.485494e+02 9.314615e+02 9.523255e+02 9.314615e+02 5.315564e+02 5.409730e+02 5.315564e+02 2.786756e+01 3.109418e+02 3.005760e+02
4.365 2.779857e+00 2.637479e+02 2.689345e+02 2.637479e+02 1.689546e+02 1.783797e+02 1.689546e+02 9.844163e+02 1.019385e+03 9.844163e+02 6.660010e+02 6.856846e+02 6.660010e+02 3.464134e+01 3.744308e+02 3.491619e+02
4.365 2.930223e+00 2.163737e+02 2.251414e+02 2.211394e+02 1.455490e+02 1.565925e+02 1.482827e+02 9.973473e+02 1.056654e+03 1.032989e+03 5.706503e+02 6.016072e+02 5.888054e+02 2.835599e+01 3.303948e+02 3.091800e+02
4.365 3.059887e+00 2.322622e+02 2.346717e+02 2.322622e+02 1.513279e+02 1.558716e+02 1.513279e+02 8.520614e+02 8.685820e+02 8.520614e+02 5.677028e+02 5.767981e+02 5.677028e+02 2.786906e+01 3.060363e+02 2.947415e+02
4.365 2.899490e+00 2.235948e+02 2.096405e+02 2.235948e+02 1.562443e+02 1.558158e+02 1.562443e+02 6.889173e+02 5.630802e+02 6.889173e+02 4.937821e+02 4.285805e+02 4.937821e+02 2.712709e+01 2.726495e+02 2.888072e+02
4.365 2.932942e+00 2.353887e+02 2.365761e+02 2.353887e+02 1.580097e+02 1.621379e+02 1.580097e+02 6.936283e+02 7.000505e+02 6.936283e+02 5.297919e+02 5.337986e+02 5.297919e+02 2.790687e+01 2.992999e+02 2.906563e+02
4.365 2.970586e+00 2.221604e+02 2.242149e+02 2.221604e+02 1.530008e+02 1.569804e+02 1.530008e+02 9.558840e+02 9.672936e+02 9.558840e+02 5.676716e+02 5.740642e+02 5.676716e+02 3.080635e+01 3.216130e+02 3.117730e+02
4.365 2.969025e+00 2.086144e+02 2.129298e+02 2.086144e+02 1.449937e+02 1.512367e+02 1.449937e+02 5.348420e+02 5.498569e+02 5.348420e+02 4.353453e+02 4.467116e+02 4.353453e+02 2.222134e+01 2.593523e+02 2.466807e+02
4.365 2.698370e+00 2.522167e+02 2.515364e+02 2.522167e+02 1.656810e+02 1.717107e+02 1.656810e+02 1.011692e+03 9.287476e+02 1.011692e+03 6.509262e+02 6.258347e+02 6.509262e+02 3.033661e+01 3.476854e+02 3.450423e+02
4.365 2.966933e+00 2.542669e+02 2.562185e+02 2.524369e+02 1.594140e+02 1.635496e+02 1.578599e+02 1.125527e+03 1.167941e+03 1.137125e+03 6.953078e+02 7.157886e+02 6.995475e+02 2.689739e+01 3.558970e+02 3.394962e+02
4.365 2.746926e+00 2.325653e+02 2.362418e+02 2.325653e+02 1.616604e+02 1.679022e+02 1.616604e+02 7.742472e+02 7.922900e+02 7.742472e+02 5.393438e+02 5.507019e+02 5.393438e+02 2.536839e+01 3.240567e+02 3.089615e+02
4.365 3.004750e+00 1.912459e+02 1.950671e+02 1.912459e+02 1.353822e+02 1.461099e+02 1.353822e+02 6.481860e+02 5.879285e+02 6.481860e+02 4.191414e+02 4.124227e+02 4.191414e+02 2.067895e+01 2.549017e+02 2.424306e+02
4.365 3.075765e+00 2.130144e+02 2.151518e+02 2.130144e+02 1.447183e+02 1.503683e+02 1.447183e+02 5.397636e+02 5.484522e+02 5.397636e+02 4.430103e+02 4.492929e+02 4.430103e+02 2.222406e+01 2.580749e+02 2.469525e+02
4.365 2.879198e+00 2.294770e+02 2.311126e+02 2.294770e+02 1.557271e+02 1.602480e+02 1.557271e+02 7.707040e+02 7.795322e+02 7.707040e+02 5.361328e+02 5.414217e+02 5.361328e+02 2.636286e+01 3.046454e+02 2.948089e+02
4.365 2.997460e+00 2.175560e+02 2.163786e+02 2.175560e+02 1.477416e+02 1.520029e+02 1.477416e+02 7.671431e+02 7.811779e+02 7.671431e+02 5.093690e+02 5.110914e+02 5.093690e+02 3.044488e+01 2.886868e+02 2.790361e+02
4.365 2.935116e+00 2.183033e+02 2.230654e+02 2.183033e+02 1.463977e+02 1.571065e+02 1.463977e+02 6.261320e+02 6.450406e+02 6.261320e+02 4.721643e+02 4.851597e+02 4.721643e+02 2.492483e+01 2.836098e+02 2.611069e+02
4.365 3.060554e+00 2.254392e+02 2.297087e+02 2.254392e+02 1.446587e+02 1.529100e+02 1.446587e+02 9.217008e+02 9.430286e+02 9.217008e+02 5.795346e+02 5.924169e+02 5.795346e+02 2.554138e+01 3.059372e+02 2.862695e+02
4.365 2.952506e+00 2.339727e+02 2.381218e+02 2.339727e+02 1.520784e+02 1.584979e+02 1.520784e+02 1.469454e+03 1.512004e+03 1.469454e+03 7.300708e+02 7.486993e+02 7.300708e+02 3.604026e+01 3.921317e+02 3.705220e+02
4.365 2.987377e+00 2.397445e+02 2.433585e+02 2.397445e+02 1.541866e+02 1.600981e+02 1.541866e+02 1.158494e+03 1.180453e+03 1.158494e+03 6.710155e+02 6.831333e+02 6.710155e+02 2.753706e+01 3.508119e+02 3.349959e+02
4.365 2.762058e+00 2.581330e+02 2.593021e+02 2.581330e+02 1.692360e+02 1.720829e+02 1.692360e+02 1.229903e+03 1.249833e+03 1.229903e+03 7.164149e+02 7.240636e+02 7.164149e+02 3.387358e+01 3.912774e+02 3.822718e+02
4.365 2.751304e+00 2.678900e+02 2.715448e+02 2.678900e+02 1.682163e+02 1.754909e+02 1.682163e+02 1.352245e+03 1.386801e+03 1.352245e+03 7.804861e+02 7.964559e+02 7.804861e+02 3.650292e+01 4.146054e+02 3.933971e+02
4.365 2.922012e+00 2.165141e+02 2.190842e+02 2.165141e+02 1.519709e+02 1.578999e+02 1.519709e+02 5.238684e+02 5.324772e+02 5.238684e+02 4.378148e+02 4.443584e+02 4.378148e+02 2.371334e+01 2.724484e+02 2.606507e+02
4.365 3.095767e+00 2.153451e+02 2.180372e+02 2.153451e+02 1.453454e+02 1.506419e+02 1.453454e+02 6.582070e+02 6.681034e+02 6.582070e+02 4.826418e+02 4.896363e+02 4.826418e+02 2.444527e+01 2.705860e+02 2.596044e+02
4.365 2.877884e+00 2.102002e+02 2.129696e+02 2.102002e+02 1.482008e+02 1.555119e+02 1.482008e+02 5.180770e+02 5.264345e+02 5.180770e+02 4.269972e+02 4.336370e+02 4.269972e+02 2.284277e+01 2.655934e+02 2.513576e+02
4.365 2.957794e+00 2.008650e+02 2.035157e+02 2.008650e+02 1.470149e+02 1.511231e+02 1.470149e+02 4.830512e+02 4.940628e+02 4.830512e+02 3.946411e+02 4.023507e+02 3.946411e+02 2.036920e+01 2.548136e+02 2.461263e+02
4.365 2.917959e+00 2.301444e+02 2.325652e+02 2.301444e+02 1.580951e+02 1.624425e+02 1.580951e+02 6.235203e+02 6.340733e+02 6.235203e+02 4.907509e+02 4.979821e+02 4.907509e+02 2.751396e+01 2.938751e+02 2.844117e+02
4.365 2.834894e+00 2.456733e+02 2.288315e+02 2.299634e+02 1.665379e+02 1.637480e+02 1.630336e+02 7.858057e+02 7.421689e+02 7.710813e+02 5.529006e+02 5.214384e+02 5.326334e+02 3.549401e+01 3.084458e+02 3.112544e+02
4.365 2.910833e+00 2.279451e+02 2.108345e+02 2.279451e+02 1.541162e+02 1.551183e+02 1.541162e+02 6.170379e+02 5.067957e+02 6.170379e+02 4.977220e+02 4.221265e+02 4.977220e+02 2.673209e+01 2.638929e+02 2.728438e+02
4.365 2.942043e+00 2.421321e+02 2.466782e+02 2.421321e+02 1.550012e+02 1.636750e+02 1.550012e+02 8.289263e+02 8.496630e+02 8.289263e+02 5.855477e+02 5.992508e+02 5.855477e+02 2.662248e+01 3.198779e+02 2.994186e+02
4.365 3.019544e+00 2.159824e+02 2.183374e+02 2.159824e+02 1.509778e+02 1.550501e+02 1.509778e+02 7.696084e+02 7.827336e+02 7.696084e+02 5.033100e+02 5.109085e+02 5.033100e+02 2.919943e+01 2.960966e+02 2.862829e+02
3.95 1.700941e+01 4.498241e+01 3.257562e+01 3.364825e+01 3.099180e+01 3.049851e+01 3.071690e+01 9.700897e+01 3.266648e+01 3.640841e+01 6.427024e+01 3.263627e+01 3.512571e+01 2.960653e+01 2.943298e+01 2.981335e+01
3.95 1.700754e+01 6.280259e+01 3.308366e+01 3.397849e+01 3.097723e+01 3.053162e+01 3.070813e+01 5.437370e+02 3.617698e+01 4.141781e+01 1.354438e+02 3.465087e+01 3.742716e+01 2.957839e+01 2.955528e+01 2.990858e+01
3.95 1.699791e+01 3.447070e+01 3.269837e+01 3.330233e+01 3.074792e+01 3.052018e+01 3.069106e+01 4.062939e+01 3.650638e+01 3.871512e+01 3.714063e+01 3.401651e+01 3.527054e+01 2.893112e+01 2.954112e+01 2.981985e+01
3.95 1.701602e+01 4.361124e+01 3.302663e+01 3.411713e+01 3.085167e+01 3.050691e+01 3.071410e+01 4.186542e+03 3.443386e+01 3.686582e+01 1.631191e+02 3.410207e+01 3.637299e+01 3.076888e+01 2.948741e+01 2.981812e+01
3.95 1.702058e+01 4.093433e+01 3.394910e+01 3.530268e+01 3.090533e+01 3.053919e+01 3.076145e+01 1.139701e+02 4.475172e+01 5.079200e+01 6.093914e+01 3.837417e+01 4.207965e+01 2.977325e+01 2.977625e+01 3.022115e+01
3.95 1.702214e+01 5.934175e+01 3.332240e+01 3.453782e+01 3.106721e+01 3.053250e+01 3.077993e+01 1.861458e+02 4.191188e+01 4.592405e+01 1.015835e+02 3.679926e+01 3.959738e+01 2.994500e+01 2.969901e+01 3.012346e+01
3.95 1.698768e+01 7.923368e+01 3.330206e+01 3.422858e+01 3.101905e+01 3.058050e+01 3.077137e+01 8.416490e+02 3.446269e+01 3.963042e+01 1.853364e+02 3.427513e+01 3.702384e+01 2.980232e+01 2.958158e+01 2.995576e+01
3.95 1.699189e+01 3.822252e+01 3.390095e+01 3.524764e+01 3.102277e+01 3.064057e+01 3.088844e+01 5.042808e+01 3.943015e+01 4.556806e+01 4.520489e+01 3.678039e+01 4.047746e+01 2.946060e+01 2.979093e+01 3.026804e+01
3.95 1.700269e+01 8.983580e+01 3.304123e+01 3.439140e+01 3.111233e+01 3.054093e+01 3.077760e+01 5.809735e+02 3.548978e+01 4.211627e+01 1.868916e+02 3.417845e+01 3.810022e+01 2.972837e+01 2.955947e+01 3.002804e+01
3.95 1.700773e+01 4.017908e+01 3.248707e+01 3.344779e+01 3.086180e+01 3.050292e+01 3.070796e+01 5.519895e+01 3.592204e+01 3.934465e+01 4.895583e+01 3.347775e+01 3.569704e+01 2.914365e+01 2.950901e+01 2.986463e+01
3.95 1.700104e+01 3.590087e+01 3.320549e+01 3.525513e+01 3.086676e+01 3.055839e+01 3.083554e+01 4.606616e+01 3.683078e+01 4.499751e+01 4.148141e+01 3.507527e+01 4.045448e+01 2.918730e+01 2.960963e+01 3.017410e+01
3.95 1.701788e+01 4.498334e+01 3.364030e+01 3.491809e+01 3.101320e+01 3.054876e+01 3.081186e+01 2.507713e+03 4.125942e+01 4.531193e+01 1.245417e+02 3.702141e+01 3.988965e+01 3.076074e+01 2.970150e+01 3.015125e+01
3.95 1.700575e+01 4.353877e+01 3.367493e+01 3.498901e+01 3.092422e+01 3.057695e+01 3.080680e+01 1.750481e+03 4.369396e+01 4.739106e+01 1.135321e+02 3.768032e+01 4.020418e+01 3.006834e+01 2.981002e+01 3.020303e+01
3.95 1.701231e+01 3.529919e+01 3.331788e+01 3.401839e+01 3.076903e+01 3.053674e+01 3.071751e+01 3.735388e+01 3.405682e+01 3.524254e+01 3.720700e+01 3.397770e+01 3.515161e+01 2.888113e+01 2.952930e+01 2.979647e+01
3.95 1.701097e+01 3.376688e+01 3.291819e+01 3.361131e+01 3.069371e+01 3.047143e+01 3.068146e+01 3.452631e+01 3.326797e+01 3.431627e+01 3.433936e+01 3.308009e+01 3.412980e+01 2.867694e+01 2.940387e+01 2.970325e+01
3.95 1.700257e+01 6.351893e+01 3.311441e+01 3.500655e+01 3.107393e+01 3.054912e+01 3.085190e+01 4.923717e+02 3.740382e+01 4.490326e+01 1.387634e+02 3.486094e+01 3.977782e+01 2.999004e+01 2.961535e+01 3.020445e+01
3.95 1.700887e+01 3.885461e+01 3.286023e+01 3.407405e+01 3.085982e+01 3.052448e+01 3.075224e+01 7.012828e+02 3.618087e+01 4.036076e+01 7.268557e+01 3.410947e+01 3.701472e+01 2.955213e+01 2.955661e+01 2.995940e+01
3.95 1.700469e+01 5.307979e+01 3.296821e+01 3.392980e+01 3.087499e+01 3.055155e+01 3.078147e+01 3.856210e+02 3.488294e+01 3.657966e+01 9.795903e+01 3.361455e+01 3.529785e+01 2.913333e+01 2.955513e+01 2.989990e+01
3.95 1.703505e+01 7.218662e+01 3.314893e+01 3.447069e+01 3.118345e+01 3.047913e+01 3.071636e+01 9.933755e+02 3.463278e+01 3.910061e+01 1.699804e+02 3.410389e+01 3.726386e+01 3.053703e+01 2.945713e+01 2.987699e+01
3.95 1.700243e+01 4.395988e+01 3.321043e+01 3.447736e+01 3.097449e+01 3.054045e+01 3.075703e+01 9.447067e+01 3.602028e+01 4.209361e+01 6.243323e+01 3.458896e+01 3.817688e+01 2.961947e+01 2.956678e+01 3.000066e+01
3.95 1.699694e+01 8.388408e+01 3.337806e+01 3.426799e+01 3.116504e+01 3.055867e+01 3.075847e+01 4.560761e+03 3.869335e+01 4.203926e+01 3.128996e+02 3.575652e+01 3.788149e+01 3.155255e+01 2.964761e+01 2.999081e+01
3.95 1.701355e+01 4.512026e+01 3.352613e+01 3.522611e+01 3.103418e+01 3.056441e+01 3.081584e+01 9.441458e+01 3.429990e+01 4.160800e+01 6.387479e+01 3.422728e+01 3.891691e+01 2.966259e+01 2.957815e+01 3.009124e+01
3.95 1.700379e+01 4.819644e+01 3.289743e+01 3.386727e+01 3.095830e+01 3.054375e+01 3.075106e+01 1.019605e+02 3.516407e+01 3.724079e+01 6.714286e+01 3.388547e+01 3.579420e+01 2.925363e+01 2.955665e+01 2.987841e+01
3.95 1.699637e+01 3.977668e+01 3.352565e+01 3.441036e+01 3.093195e+01 3.057667e+01 3.080715e+01 8.478447e+01 4.061323e+01 4.195788e+01 5.418849e+01 3.669478e+01 3.809111e+01 2.947680e+01 2.972398e+01 3.006307e+01
3.95 1.700695e+01 7.801597e+01 3.298136e+01 3.462630e+01 3.097769e+01 3.052477e+01 3.076559e+01 2.747370e+03 3.665330e+01 4.542231e+01 2.291461e+02 3.414960e+01 3.916140e+01 3.053915e+01 2.955745e+01 3.008594e+01
3.95 1.700240e+01 3.952328e+01 3.302434e+01 3.417057e+01 3.090223e+01 3.054883e+01 3.077813e+01 5.466066e+01 3.741920e+01 4.133775e+01 4.836190e+01 3.485001e+01 3.753510e+01 2.921125e+01 2.960963e+01 3.000748e+01
3.95 1.701727e+01 3.643962e+01 3.326550e+01 3.443772e+01 3.081289e+01 3.050993e+01 3.074586e+01 4.381348e+01 3.625765e+01 4.022944e+01 4.085288e+01 3.471676e+01 3.743884e+01 2.909197e+01 2.953548e+01 2.994667e+01
3.95 1.700868e+01 3.798936e+01 3.324466e+01 3.436809e+01 3.085246e+01 3.052584e+01 3.076294e+01 5.893972e+01 3.977099e+01 4.173578e+01 4.785231e+01 3.599087e+01 3.797887e+01 2.917125e+01 2.963927e+01 3.000851e+01
3.95 1.702062e+01 3.951897e+01 3.313684e+01 3.374726e+01 3.077441e+01 3.050571e+01 3.069273e+01 1.218276e+03 3.753382e+01 3.844873e+01 8.931560e+01 3.496132e+01 3.590618e+01 2.956761e+01 2.955975e+01 2.982409e+01
3.95 1.700086e+01 8.045629e+01 3.323212e+01 3.429418e+01 3.106253e+01 3.054376e+01 3.076268e+01 4.136883e+03 3.702164e+01 4.067631e+01 2.477440e+02 3.529415e+01 3.774560e+01 3.124861e+01 2.958982e+01 2.996936e+01
3.95 1.699424e+01 6.171880e+01 3.321186e+01 3.455222e+01 3.106971e+01 3.056615e+01 3.082660e+01 2.168214e+03 3.632774e+01 4.235080e+01 1.790863e+02 3.485942e+01 3.845607e+01 3.052885e+01 2.960573e+01 3.009396e+01
3.95 1.700911e+01 7.030089e+01 3.342339e+01 3.423713e+01 3.102588e+01 3.056035e+01 3.075493e+01 1.654466e+03 3.986746e+01 4.123383e+01 1.798032e+02 3.617017e+01 3.756820e+01 3.042075e+01 2.969291e+01 2.998272e+01
3.95 1.701754e+01 3.603396e+01 3.284294e+01 3.390146e+01 3.081298e+01 3.048834e+01 3.070292e+01 4.226915e+01 3.701600e+01 3.902227e+01 3.966757e+01 3.448489e+01 3.647225e+01 2.898593e+01 2.952414e+01 2.985987e+01
3.95 1.700548e+01 4.202364e+01 3.385093e+01 3.515732e+01 3.098214e+01 3.057965e+01 3.083130e+01 7.254744e+02 3.952515e+01 4.225325e+01 8.445891e+01 3.676136e+01 3.940025e+01 2.999267e+01 2.970849e+01 3.010808e+01
3.95 1.699243e+01 3.654808e+01 3.342010e+01 3.498196e+01 3.085718e+01 3.056041e+01 3.081018e+01 4.843741e+01 3.841417e+01 4.534338e+01 4.285313e+01 3.569508e+01 4.004495e+01 2.919122e+01 2.964383e+01 3.014191e+01
3.95 1.700579e+01 3.741375e+01 3.333711e+01 3.432602e+01 3.083726e+01 3.053989e+01 3.077544e+01 5.561762e+01 4.060147e+01 4.568516e+01 4.635166e+01 3.647875e+01 3.921998e+01 2.918614e+01 2.966386e+01 3.009149e+01
4.385 3.062767e+00 2.393887e+02 2.528551e+02 2.393887e+02 1.364054e+02 1.558098e+02 1.364054e+02 1.085268e+03 1.174479e+03 1.085268e+03 6.645624e+02 7.146026e+02 6.645624e+02 5.745077e+00 3.396543e+02 2.865407e+02
4.385 2.620457e+00 2.321200e+02 2.374796e+02 2.321200e+02 1.541723e+02 1.721385e+02 1.541723e+02 7.328484e+02 7.519055e+02 7.328484e+02 5.063381e+02 5.192002e+02 5.063381e+02 6.930982e+00 3.350745e+02 2.957520e+02
4.385 2.774321e+00 2.477151e+02 2.579507e+02 2.477151e+02 1.528119e+02 1.723897e+02 1.528119e+02 1.323936e+03 1.401465e+03 1.323936e+03 7.201976e+02 7.588791e+02 7.201976e+02 8.101763e+00 4.126852e+02 3.551172e+02
4.385 2.850451e+00 1.722101e+02 1.761109e+02 1.722101e+02 1.297912e+02 1.458821e+02 1.297912e+02 2.817119e+02 2.885684e+02 2.817119e+02 2.798863e+02 2.866400e+02 2.798863e+02 5.790969e+00 2.219673e+02 1.954451e+02
4.385 3.180803e+00 1.947185e+02 2.014652e+02 1.947185e+02 1.254660e+02 1.425883e+02 1.254660e+02 3.850785e+02 4.007100e+02 3.850785e+02 3.675184e+02 3.822934e+02 3.675184e+02 4.722033e+00 2.275195e+02 1.971120e+02
4.385 2.811084e+00 1.642252e+02 1.701767e+02 1.642252e+02 1.273293e+02 1.469973e+02 1.273293e+02 2.578113e+02 2.681444e+02 2.578113e+02 2.570732e+02 2.673715e+02 2.570732e+02 4.903460e+00 2.215089e+02 1.889711e+02
4.385 2.281420e+00 2.283421e+02 2.343403e+02 2.283421e+02 1.663297e+02 1.807300e+02 1.663297e+02 7.035445e+02 7.265532e+02 7.035445e+02 5.032027e+02 5.188651e+02 5.032027e+02 1.028211e+01 3.413008e+02 3.097394e+02
4.385 2.607609e+00 2.627774e+02 2.708796e+02 2.627774e+02 1.556930e+02 1.857854e+02 1.556930e+02 1.108076e+03 1.146305e+03 1.108076e+03 6.899589e+02 7.132772e+02 6.899589e+02 1.068662e+01 4.118946e+02 3.379982e+02
4.385 2.362921e+00 2.674482e+02 2.761683e+02 2.674482e+02 1.690149e+02 1.875475e+02 1.690149e+02 9.935597e+02 1.034733e+03 9.935597e+02 6.786785e+02 7.053983e+02 6.786785e+02 7.756984e+00 3.966357e+02 3.504226e+02
4.385 2.823481e+00 2.486511e+02 2.568243e+02 2.486511e+02 1.552907e+02 1.692699e+02 1.552907e+02 6.327887e+02 6.590326e+02 6.327887e+02 5.545072e+02 5.768293e+02 5.545072e+02 9.798207e+00 3.021907e+02 2.730939e+02
4.385 2.819880e+00 1.901449e+02 1.941572e+02 1.901449e+02 1.306291e+02 1.510458e+02 1.306291e+02 3.389841e+02 3.466389e+02 3.389841e+02 3.330006e+02 3.402321e+02 3.330006e+02 6.424854e+00 2.378305e+02 2.031861e+02
4.385 2.576473e+00 2.235577e+02 1.950574e+02 1.903848e+02 1.566310e+02 1.600938e+02 1.455845e+02 4.021615e+02 3.687612e+02 3.579087e+02 3.876898e+02 3.534899e+02 3.432500e+02 7.412159e+00 2.605362e+02 2.334528e+02
4.385 2.497497e+00 2.919989e+02 3.038465e+02 2.919989e+02 1.638078e+02 1.936343e+02 1.638078e+02 1.076489e+03 1.149872e+03 1.076489e+03 7.698360e+02 8.140980e+02 7.698360e+02 1.052563e+01 4.203829e+02 3.463310e+02
4.385 2.998158e+00 1.655825e+02 1.714663e+02 1.655825e+02 1.266611e+02 1.388841e+02 1.266611e+02 5.943869e+02 6.220686e+02 5.943869e+02 3.614409e+02 3.771252e+02 3.614409e+02 7.426143e+00 2.428178e+02 2.175392e+02
4.385 2.508724e+00 2.464012e+02 2.513316e+02 2.464012e+02 1.661959e+02 1.762355e+02 1.661959e+02 5.557596e+02 5.679017e+02 5.557596e+02 5.148543e+02 5.260430e+02 5.148543e+02 8.607449e+00 3.089480e+02 2.896759e+02
4.385 2.691617e+00 1.961134e+02 2.043892e+02 1.961134e+02 1.474728e+02 1.616542e+02 1.474728e+02 3.415024e+02 3.592991e+02 3.415024e+02 3.380330e+02 3.555409e+02 3.380330e+02 6.461605e+00 2.600678e+02 2.330834e+02
4.385 2.459524e+00 1.790487e+02 1.856648e+02 1.790487e+02 1.406010e+02 1.614714e+02 1.406010e+02 2.913555e+02 3.033353e+02 2.913555e+02 2.900138e+02 3.019284e+02 2.900138e+02 5.271847e+00 2.514226e+02 2.155219e+02
4.385 3.350549e+00 1.514876e+02 1.551715e+02 1.514876e+02 1.175584e+02 1.297987e+02 1.175584e+02 2.347581e+02 2.411047e+02 2.347581e+02 2.338675e+02 2.401852e+02 2.338675e+02 4.775571e+00 1.892040e+02 1.694709e+02
4.385 2.918297e+00 2.208132e+02 2.255438e+02 2.208132e+02 1.460787e+02 1.579228e+02 1.460787e+02 4.889874e+02 5.012660e+02 4.889874e+02 4.495198e+02 4.606480e+02 4.495198e+02 6.838751e+00 2.661071e+02 2.435457e+02
4.385 2.795552e+00 1.873567e+02 1.770188e+02 1.730380e+02 1.373163e+02 1.475120e+02 1.318110e+02 3.014194e+02 2.931591e+02 2.857980e+02 2.988603e+02 2.904667e+02 2.831862e+02 6.873710e+00 2.254522e+02 1.991962e+02
4.385 2.479119e+00 2.267713e+02 2.367690e+02 2.323628e+02 1.575608e+02 1.733192e+02 1.561173e+02 7.688828e+02 8.385597e+02 8.212116e+02 5.318929e+02 5.713057e+02 5.596952e+02 1.042952e+01 3.373423e+02 3.004978e+02
4.385 2.610463e+00 1.965871e+02 2.045150e+02 1.965871e+02 1.428918e+02 1.631456e+02 1.428918e+02 3.504858e+02 3.666318e+02 3.504858e+02 3.447184e+02 3.605442e+02 3.447184e+02 5.681452e+00 2.625968e+02 2.258484e+02
4.385 2.959888e+00 1.343205e+03 1.881623e+02 1.835829e+02 2.484454e+02 1.515846e+02 1.369120e+02 7.314505e+04 6.206968e+02 6.023331e+02 7.273564e+03 3.838332e+02 3.730791e+02 2.959892e+01 2.755512e+02 2.456309e+02
4.385 2.526428e+00 2.263024e+02 2.385468e+02 2.263024e+02 1.369440e+02 1.779084e+02 1.369440e+02 4.469889e+02 4.737515e+02 4.469889e+02 4.328606e+02 4.586818e+02 4.328606e+02 7.164462e+00 3.045245e+02 2.282020e+02
4.385 2.842723e+00 2.334609e+02 2.410477e+02 2.334609e+02 1.494262e+02 1.655965e+02 1.494262e+02 7.884091e+02 8.526550e+02 7.884091e+02 5.513831e+02 5.851434e+02 5.513831e+02 9.213415e+00 3.249214e+02 2.858027e+02
4.385 2.311251e+00 3.006897e+02 3.123564e+02 3.006897e+02 1.721507e+02 2.038091e+02 1.721507e+02 1.815496e+03 1.897888e+03 1.815496e+03 9.749167e+02 1.017894e+03 9.749167e+02 1.403659e+01 5.587691e+02 4.590854e+02
4.385 2.389868e+00 3.057512e+02 2.548226e+02 2.383847e+02 1.762440e+02 1.808091e+02 1.518112e+02 1.208242e+03 1.426380e+03 1.287597e+03 7.227609e+02 7.578146e+02 6.911383e+02 1.003376e+01 4.347283e+02 3.459255e+02
4.385 2.771929e+00 1.807331e+02 1.918215e+02 1.807331e+02 1.344100e+02 1.523950e+02 1.344100e+02 6.183408e+02 6.742321e+02 6.183408e+02 3.832043e+02 4.140694e+02 3.832043e+02 6.918660e+00 2.815647e+02 2.399150e+02
4.385 2.653714e+00 2.879428e+02 2.917201e+02 2.879428e+02 1.713588e+02 1.879814e+02 1.713588e+02 1.454102e+03 1.551511e+03 1.454102e+03 8.405863e+02 8.749123e+02 8.405863e+02 1.340684e+01 4.703035e+02 4.160213e+02
