PMMA AvgEnergyPrim Dose DosePrim DoseProt DLET DLETPrim DLETProt TLET TLETPrim TLETProt dQ dQPrim dQProt tQ tQPrim tQProt dZeff2Beta2 dZeff2Beta2Prim dZeff2Beta2Prot tZeff2Beta2 tZeff2Beta2Prim tZeff2Beta2Prot
3.000 4.694752e+01 3.335471e-02 2.889493e-02 2.935335e-02 5.858297e+01 5.203573e+01 5.492457e+01 4.665761e+01 5.203204e+01 5.228940e+01 1.654089e-01 8.511502e-02 1.425305e-01 6.150013e-02 8.526327e-02 9.003406e-02 6.033494e+01 4.266119e+01 5.171257e+01 2.919109e+01 4.273568e+01 4.332777e+01
3.000 4.694887e+01 3.338219e-02 2.889366e-02 2.932528e-02 7.826816e+01 5.203372e+01 5.423389e+01 4.665320e+01 5.203084e+01 5.225178e+01 1.308408e+00 8.511318e-02 1.181812e-01 8.513493e-02 8.526085e-02 8.787568e-02 1.174818e+02 4.266033e+01 4.876453e+01 2.924963e+01 4.273455e+01 4.314524e+01
3.000 4.694475e+01 3.345319e-02 2.883456e-02 2.925040e-02 8.205912e+01 5.213385e+01 5.440632e+01 4.674578e+01 5.203459e+01 5.223027e+01 2.613386e+00 8.511931e-02 1.146513e-01 1.116805e-01 8.526841e-02 8.646346e-02 1.466421e+02 4.266319e+01 4.945643e+01 2.975786e+01 4.273807e+01 4.307553e+01
3.000 4.694956e+01 3.342959e-02 2.889907e-02 2.940131e-02 6.087722e+01 5.208601e+01 5.564132e+01 4.657449e+01 5.203021e+01 5.231766e+01 1.975988e+00 8.511084e-02 1.013488e-01 1.019168e-01 8.525958e-02 8.620712e-02 8.935599e+01 4.265925e+01 4.927839e+01 2.930160e+01 4.273397e+01 4.314261e+01
3.000 4.694816e+01 3.335070e-02 2.889673e-02 2.930501e-02 6.384675e+01 5.227178e+01 5.357382e+01 4.653465e+01 5.203146e+01 5.221356e+01 1.165499e+00 8.511603e-02 9.917989e-02 7.519016e-02 8.526209e-02 8.598908e-02 9.377677e+01 4.266166e+01 4.617258e+01 2.901740e+01 4.273513e+01 4.298630e+01
3.000 4.694910e+01 3.345600e-02 2.904306e-02 2.950338e-02 5.661293e+01 5.203337e+01 5.463499e+01 4.659618e+01 5.203062e+01 5.228878e+01 1.244984e+00 8.511184e-02 1.575872e-01 8.344295e-02 8.526041e-02 9.176954e-02 7.486974e+01 4.265971e+01 5.214209e+01 2.927440e+01 4.273435e+01 4.341306e+01
3.000 4.694830e+01 3.359702e-02 2.903009e-02 2.950840e-02 6.882127e+01 5.203351e+01 5.520422e+01 4.690243e+01 5.203134e+01 5.232157e+01 1.289825e+00 8.511273e-02 1.029699e-01 7.989150e-02 8.526184e-02 8.627589e-02 9.693195e+01 4.266012e+01 4.896888e+01 2.945141e+01 4.273502e+01 4.315312e+01
3.000 4.694766e+01 3.341114e-02 2.897549e-02 2.943073e-02 6.278066e+01 5.218039e+01 5.435285e+01 4.672626e+01 5.203194e+01 5.224377e+01 1.704741e+00 8.511791e-02 1.391424e-01 9.263683e-02 8.526308e-02 8.984645e-02 8.968170e+01 4.266253e+01 5.024521e+01 2.948706e+01 4.273560e+01 4.324769e+01
3.000 4.694758e+01 3.359267e-02 2.898466e-02 2.948641e-02 6.490913e+01 5.203503e+01 5.547256e+01 4.686963e+01 5.203202e+01 5.235590e+01 2.100984e-01 8.511581e-02 1.362855e-01 6.163979e-02 8.526325e-02 9.001184e-02 7.423655e+01 4.266156e+01 5.128099e+01 2.932617e+01 4.273567e+01 4.339971e+01
3.000 4.694935e+01 3.343568e-02 2.903103e-02 2.947800e-02 6.366916e+01 5.212783e+01 5.425132e+01 4.660922e+01 5.203041e+01 5.225592e+01 2.212861e-01 8.511365e-02 1.165425e-01 6.001204e-02 8.526000e-02 8.793986e-02 7.162740e+01 4.266055e+01 4.831047e+01 2.885146e+01 4.273416e+01 4.315339e+01
3.000 4.694744e+01 3.340797e-02 2.901321e-02 2.942706e-02 6.287303e+01 5.223088e+01 5.480713e+01 4.672228e+01 5.203215e+01 5.223704e+01 1.447263e+00 8.511411e-02 1.425414e-01 8.712654e-02 8.526349e-02 8.989512e-02 9.676348e+01 4.266077e+01 5.128112e+01 2.960369e+01 4.273578e+01 4.325483e+01
3.000 4.694835e+01 3.338318e-02 2.888536e-02 2.933168e-02 6.888383e+01 5.203374e+01 5.402303e+01 4.653972e+01 5.203132e+01 5.225287e+01 1.552995e+00 8.511322e-02 1.147465e-01 8.109637e-02 8.526183e-02 8.786008e-02 1.119400e+02 4.266035e+01 4.790242e+01 2.906507e+01 4.273501e+01 4.314107e+01
3.000 4.694793e+01 3.346776e-02 2.896565e-02 2.939837e-02 6.106642e+01 5.210812e+01 5.310756e+01 4.662153e+01 5.203168e+01 5.223106e+01 5.424225e+00 8.511446e-02 8.828978e-02 1.842314e-01 8.526253e-02 8.576894e-02 1.380008e+02 4.266093e+01 4.410957e+01 3.031442e+01 4.273534e+01 4.296922e+01
3.000 4.694803e+01 3.339223e-02 2.887418e-02 2.940221e-02 6.616979e+01 5.208309e+01 5.445134e+01 4.678313e+01 5.203161e+01 5.236934e+01 1.573740e+00 8.511326e-02 9.264756e-02 8.950217e-02 8.526240e-02 8.620285e-02 9.804046e+01 4.266037e+01 4.612176e+01 2.932860e+01 4.273528e+01 4.316964e+01
3.000 4.694813e+01 3.328968e-02 2.892763e-02 2.934563e-02 6.842679e+01 5.214102e+01 5.324676e+01 4.663438e+01 5.203152e+01 5.221968e+01 2.871198e+00 8.511337e-02 8.821286e-02 1.161450e-01 8.526223e-02 8.573968e-02 1.316214e+02 4.266042e+01 4.406566e+01 2.972903e+01 4.273520e+01 4.295540e+01
3.000 4.694824e+01 3.337307e-02 2.895854e-02 2.939968e-02 6.496613e+01 5.209257e+01 5.433736e+01 4.674719e+01 5.203141e+01 5.225807e+01 1.276747e+00 8.511462e-02 9.770281e-02 8.155906e-02 8.526200e-02 8.600056e-02 9.644890e+01 4.266100e+01 4.719558e+01 2.926936e+01 4.273509e+01 4.304319e+01
